hash,message,.text,.data,.bss
b3a7633,tests: added unit test for datalink out (bug in checksum),1184,0,14
6fd073d,doc: minor change,1184,0,14
4c9baa7,test: first unit test added to the project,1184,0,14
e0142bd,refactor: sub-module extraction,1184,0,14
e3e203f,chore: removed all compiler warnings on datalink,1184,0,14
245fe7b,chore: added watch rule to Makefile,1184,0,14
19db003,chore: added test rule to Makefile,1184,0,14
3a8e522,chore: added test rule into Makefile,1184,0,14
e7a93dd,"chore: added a sub-module, plataform agnostic, dependency.",1184,0,14
b96a833,bugfix: corrected flashing target file,1184,0,14
449f788,chore: specifc build avr only for avr package,1340,0,9
71311d4,doc: add comment,1340,0,9
9f9f5ec,mono-repo: extracted to sub-crate,1340,0,9
20ce076,refactor: extracted parameter from Makefile,1340,0,9
8d28f66,minor changes,1340,0,9
36b830f,minor: setup,1340,0,9
64cf97e,refactor: wrapper around third-party hardware serial,1340,0,9
2ab65db,feat: introduced datalink out stream,1340,0,9
19c85f6,feat: introduced datalink input stream,1526,0,9
c50c799,deleted unused files,1526,0,9
7fe02e9,"feature: protocol posV1 parser, first stage",1610,0,9
033858a,feat: introduced keypad low-level driver,2078,0,9
182bfac,refactor: assure shift register's low-level initialization function is called at low level,1256,0,9
a433b6b,bugfix: i was using reading input shift-register without initializing its pins.,1256,0,9
fa14eed,feat: a wrapper class for lcd low-level driver,1026,0,9
2c70258,doc: minor changes,1314,0,9
e419138,refactor:  output_expander,1314,0,9
e45c401,feat: introduced mid-level inpuit expander abstraction,1484,0,9
ab3cc5b,feat: introduced high level abstraction for io,822,0,9
e968523,format: removed unused code,822,0,9
d4a4d81,feat: mid abstraction over low level shift register out,822,0,9
07c9f6b,disabled keyboard module (which is under construction),822,0,9
1896eb0,format: to avoid compiler warnings,822,0,9
a78abe7,refactor: introduced new common helper functions,822,0,9
7c6c78b,file rename,822,0,9
114eb98,non-working implementation of keyboard,822,0,9
3954ab7,non-tested code for read shift register inputs,1070,0,9
32403a1,refactor: removed unused code,1340,0,9
cddf707,Merge branch 'serial',1340,0,9
801ab2d,feat: introduce serial port communication,1340,0,9
8cc82ad,Merge branch 'lcd-driver',1184,0,14
a2da418,doc: demo on how use lcd driver,1184,0,14
7695098,feat: starts lcd without cursor blinking,984,0,14
751e84e,bugfix: lcd setcursor function,984,0,14
85895b3,feat: introduction of lcd driver,972,0,14
5e99da5,feat: introduced new common function,690,0,9
92b0d2a,Merge branch 'refactor',690,0,9
3cd37b5,doc: added notes about shift-register output speed,690,0,9
a2266e6,refactor: removed unused code,690,0,9
fa4c20e,feat: introduced shift-register out driver,692,0,9
26f3d61,refactor: internalized delay micro seconds,532,0,10
447633e,doc: updated readme,532,0,10
ae13fa9,bugfix: makefile rule wrong name,532,0,10
4996b58,bugfix: delay implementation not correctly,532,0,10
597d286,chore: remove unimportant compiler warnings,532,0,10
953e158,chore: renamed rule of Makefile,532,0,10
bcee3c8,feat: internalized delay_ms function,0,0,0
e71f542,refactor: extracted timer,0,0,0
114fafe,refactor: extracted sub-modules,0,0,0
d9a4693,refactor: use my own code to toggle led,0,0,0
d3625fe,added 'building' structure,0,0,0
680b7a7,minor: removed unused code,0,0,0
d5ab510,minor: added git temp folder to .gitignore,0,0,0
63f8179,feat: introduced timing interruption control,0,0,0
c486012,refactor: extracted code from main,0,0,0
f900d4b,refactor: casting to improve code efficiency,0,0,0
87f321d,refactor: extracted board,0,0,0
6611955,refactor: removed unused code,0,0,0
0c0239f,refactor: extracted modules,0,0,0
69e538d,refactor: extracted eeprom module,0,0,0
d840f6a,refactor: extracted eeprom functions,0,0,0
0f3d202,extracted 'read/write register' functions,0,0,0
65d835c,revert some changes in avr-size makefile call,0,0,0
eb56564,small correction in makefile,0,0,0
e1ae897,Initial Commit,0,0,0
